Metric,2025-04-30-00-48-17,2025-04-30-00-48-19,2025-04-30-01-28-53,2025-04-30-01-28-55,2025-04-30-02-09-27,2025-04-30-02-09-29,2025-04-30-02-50-22,2025-04-30-02-50-24,2025-04-30-03-31-17,2025-04-30-03-31-19
tma_backend_bound,9.3,8.2,10.3,9.3,9.1,10.5,10.3,8.8,10.1,9.0
tma_bad_speculation,3.4,3.4,3.5,3.4,3.3,3.5,3.4,3.4,3.5,3.4
tma_frontend_bound,45.0,46.3,44.0,45.2,45.9,44.1,44.3,46.1,44.4,45.4
tma_retiring,42.4,42.1,42.2,42.1,41.7,41.9,42.1,41.7,42.0,42.2
