Metric,2025-05-03-23-14-51,2025-05-03-23-14-53,2025-05-08-23-01-54,2025-05-08-23-01-56,2025-05-08-23-26-29
time_elapsed,1086.812995299,1190.737169045,1166.919091252,1098.876119391,1102.258382047
tma_backend_bound,26.2,28.7,26.3,26.4,29.4
tma_bad_speculation,6.4,6.2,6.1,6.3,6.2
tma_frontend_bound,39.4,38.7,40.6,39.7,37.9
tma_retiring,28.0,26.3,26.9,27.5,26.5
total_uops,"4,254,782,963,498","4,255,871,468,257","4,218,753,972,449","4,244,474,685,374","4,103,191,938,313"
